-20.489,8.4551,1,-25.245,0
-18.249,3.0122,1,-34.341,0
-16.833,5.5613,1,-23.776,0
-14.206,5.7273,1,-15.44,0
-25.073,1.374,2,-13.28,1
-25.965,2.2503,1,-19.423,1
-27.549,1.2551,1,-24.987,1
3.5738,8.9188,2,73.414,1
1.9374,7.4876,2,77.63,1
3.8072,8.3592,2,70.763,1
5.7477,11.52,1,77.34,1
4.1532,9.8528,1,66.216,1
4.5,9.6247,1,69.277,1
5.6171,7.9105,2,87.403,1
8.069,10.706,1,90.669,1
4.4644,7.9921,2,83.769,1
4.4793,8.5728,2,81.138,1
6.3301,9.5375,2,85.393,1
3.8145,5.1195,2,76.904,1
4.438,7.658,2,75.506,1
3.8562,5.271,2,79.352,1
8.1884,11.889,2,67.543,1
7.6092,10.998,2,80.364,1
7.2677,11.923,2,80.049,1
8.7769,8.7948,2,98.936,1
7.8218,9.095,2,100.08,1
8.4981,10.59,2,85.961,1
5.0981,6.7661,1,71.123,1
4.8424,5.3957,2,84.92,1
-6.7607,4.3965,2,-5.5514,1
-10.434,0.57641,2,-4.5115,1
-8.4358,2.3708,2,2.9066,1
4.2249,5.3601,2,58.182,1
5.5732,7.2052,2,71.51,1
3.5871,6.2959,2,58.588,1
-0.24772,4.6702,2,46.778,1
4.4924,6.9912,2,50.695,1
3.3258,4.8369,2,62.699,1
5.8029,7.2216,2,53.478,1
4.8128,6.5465,2,55.822,1
5.3089,7.3376,2,62.823,1
5.3477,5.4979,2,55.17,1
5.4321,8.6656,2,74.903,1
0.75705,3.2758,2,68.789,1
-4.9311,6.6073,2,28.293,1
-1.0168,10.325,2,28.798,1
-0.65824,8.3936,2,28.888,1
1.9848,7.339,2,72.879,1
4.0184,10.945,2,67.932,1
1.4286,8.394,2,74.498,1
-1.6003,7.5184,1,63.004,1
-2.0229,8.2137,1,65.755,1
-2.008,7.4324,1,75.295,1
1.4915,6.7164,2,93.462,1
2.4738,5.3038,1,87.185,1
3.9081,10.703,2,76.376,1
3.4143,10.073,2,84.025,1
1.3401,9.3795,1,91.631,1
-20.956,4.5519,1,-23.468,1
-22.058,3.0959,1,-41.229,1
-22.948,0.76467,1,-29.593,1
-24.027,0.28524,1,-25.082,1
-20.395,1.651,1,-24.889,1
2.1174,6.3147,1,83.842,1
1.5969,7.7103,1,80.612,1
1.7852,6.5876,2,91.888,1
4.1393,8.0223,2,95.624,1
1.6374,6.6334,1,71.06,1
-26.148,-3.3378,1,-40.8,1
-23.369,1.2971,1,-36.24,1
-21.494,2.7125,1,-31.004,1
1.0303,7.0658,1,44.954,0
-2.5064,5.1347,2,13.195,0
0.28591,6.8483,1,32.802,0
3.1319,10.774,1,38.549,0
1.6947,10.052,1,52.081,0
-8.2083,7.156,1,-3.4953,0
-3.6107,7.8881,2,20.6,0
-5.9882,8.4885,1,7.6455,0
2.7071,6.2162,1,47.12,0
1.9746,7.5759,1,46.059,0
2.598,5.5126,1,64.275,0
